;¸½¼Ó±¬ÂÊ£¬¹ÖÌ«ÉÙ¿É´Ó°ÑÕâÀï¼Óµ½MonGen.txtÎÄ¼þÄÚÈÝºóÃæ
´úÂë  x     y     Ãû³Æ          ·¶Î§  ÊýÁ¿  Ê±¼ä
D5074 50    50    ×æÂêÎÀÊ¿        50    45    8
D5074 50    50    ×æÂêÎÀÊ¿3      50    1     45
D5074 50    50    ×æÂê¹­¼ýÊÖ      50    45    8
D5074 50    50    ´óÀÏÊó          50    45    8
D5074 50    50    ½ÇÓ¬            50    2    8
D5074 73    22    ×æÂêµñÏñ        7     5     11
D5074 73    22    ×æÂêÎÀÊ¿        7     5     11
D5074 73    22    ×æÂê¹­¼ýÊÖ      7     5     11
D5074 73    22    Ð¨¶ê            7     9     11
D5074 73    22    ½ÇÓ¬            7     1     11

D5074 50    50    ×æÂêµñÏñ3       50    10    60
D5074 50    50    ×æÂêÎÀÊ¿3       50    10    60
D5074 50    50    ×æÂê¹­¼ýÊÖ3     50    10    60

D5074 50    50    ×æÂêµñÏñ0       50    1     120
D5074 50    50    ×æÂêÎÀÊ¿0       50    1     120
D5074 50    50    ×æÂê¹­¼ýÊÖ0     50    1     120

D515  22    20    ½ÇÓ¬            20    2     16
D515  73    22    Ð¨¶ê            7     10     11


D601  40    27    òÚò¼            50    10    6
D601  18    166   òÚò¼            50    10    6
D601  161   208   òÚò¼            50    10    6
D601  84    104   òÚò¼            50    10    6
D601  187   36    òÚò¼            50    10    6
D601  144   73    òÚò¼            50    10    6
D601  100   100   òÚò¼            100   10    10    50
D601  100   100   òÚò¼            100   10    10    50
D601  40    27    ÌøÌø·ä          50    10    6
D601  18    166   ÌøÌø·ä          50    10    6
D601  161   208   ÌøÌø·ä          50    10    6
D601  84    104   ¾ÞÐÍÈä³æ        50    10    6
D601  187   36    ¾ÞÐÍÈä³æ        50    10    6
D601  144   73    ¾ÞÐÍÈä³æ        50    10    6
D601  40    27    ºÚÉ«¶ñÇù        50    8     6
D601  18    166   ºÚÉ«¶ñÇù        50    8     6
D601  161   208   ºÚÉ«¶ñÇù        50    8     6
D601  84    104   ºÚÉ«¶ñÇù        50    8     6
D601  187   36    ºÚÉ«¶ñÇù        50    8     6
D601  144   73    ºÚÉ«¶ñÇù        50    8     6

D601  100   100   òÚò¼0           100   1     15
D601  100   100   ÌøÌø·ä0         100   1     15
D601  100   100   ¾ÞÐÍÈä³æ0       100   1     15
D601  100   100   ºÚÉ«¶ñÇù0       100   1     15

D602  60    47    òÚò¼            60    10    6
D602  101   101   òÚò¼            60    10    6
D602  78    167   òÚò¼            60    10    6
D602  144   151   òÚò¼            60    10    6
D602  178   43    òÚò¼            60    10    6
D602  100   100   òÚò¼            100   10    10    50
D602  100   100   òÚò¼            100   10    10    50
D602  60    47    Ç¯³æ            60    10    6
D602  101   101   Ç¯³æ            60    10    6
D602  78    167   Ç¯³æ            60    10    6
D602  144   151   Ç¯³æ            60    10    6
D602  178   43    Ç¯³æ            60    10    6
D602  100   100   Ç¯³æ            100   10    10    50
D602  100   100   Ç¯³æ            100   10    10    50
D602  60    47    ºÚÉ«¶ñÇù        60    8     6
D602  101   101   ºÚÉ«¶ñÇù        60    8     6
D602  78    167   ºÚÉ«¶ñÇù        60    8     6
D602  144   151   ºÚÉ«¶ñÇù        60    8     6
D602  178   43    ºÚÉ«¶ñÇù        60    8     6

D602  100   100   òÚò¼0           100   1     15
D602  100   100   Ç¯³æ0           100   1     15
D602  100   100   ºÚÉ«¶ñÇù0       100   1     15

D603  76    94    ºÚÉ«¶ñÇù        60    10    6
D603  60    150   ºÚÉ«¶ñÇù        60    10    6
D603  159   59    ºÚÉ«¶ñÇù        60    10    6
D603  138   161   ºÚÉ«¶ñÇù        60    10    6
D603  76    94    Ç¯³æ            60    10    7
D603  60    150   Ç¯³æ            60    10    7
D603  159   59    Ç¯³æ            60    10    7
D603  138   161   Ç¯³æ            60    10    7
D603  76    94    òÚò¼            60    10    7
D603  60    150   òÚò¼            60    10    7
D603  159   59    òÚò¼            60    10    7
D603  138   161   òÚò¼            60    10    7
D603  100   100   òÚò¼            100   10    10    50
D603  100   100   òÚò¼            100   10    10    50
D603  100   100   Ç¯³æ            100   10    10    50
D603  100   100   Ç¯³æ            100   10    10    50
D603  100   100   Ð°¶ñÇ¯³æ        100   1     180
D603  100   100   ºÚÉ«¶ñÇù0       100   1     15
D603  100   100   Ç¯³æ0           100   1     15
D603  100   100   òÚò¼0           100   1     15

D604  35    42    ºÚÉ«¶ñÇù        60    10    7
D604  52    130   ºÚÉ«¶ñÇù        60    10    7
D604  148   50    ºÚÉ«¶ñÇù        60    10    7
D604  118   112   ºÚÉ«¶ñÇù        60    10    7
D604  35    42    ÌøÌø·ä          60    10    7
D604  52    130   ÌøÌø·ä          60    10    7
D604  148   50    ÌøÌø·ä          60    10    7
D604  118   112   ÌøÌø·ä          60    10    7
D604  35    42    Ç¯³æ            60    10    7
D604  52    130   Ç¯³æ            60    10    7
D604  148   50    Ç¯³æ            60    10    7
D604  118   112   Ç¯³æ            60    10    7
D604  35    42    òÚò¼            60    10    7
D604  52    130   òÚò¼            60    10    7
D604  148   50    òÚò¼            60    10    7
D604  118   112   òÚò¼            60    10    7
D604  100   100   Ç¯³æ            100   10    10    50
D604  100   100   Ç¯³æ            100   10    10    50
D604  100   100   òÚò¼            100   10    10    50
D604  100   100   òÚò¼            100   10    10    50
D604  100   100   Ð°¶ñÇ¯³æ        100   1     180

D604  100   100   ºÚÉ«¶ñÇù0       100   1     15
D604  100   100   ÌøÌø·ä0         100   1     15
D604  100   100   Ç¯³æ0           100   1     15
D604  100   100   òÚò¼0           100   1     15


D605  55    27    ºÚÉ«¶ñÇù        50    10    7
D605  89    81    ºÚÉ«¶ñÇù        50    10    7
D605  51    131   ºÚÉ«¶ñÇù        50    10    7
D605  126   37    ºÚÉ«¶ñÇù        50    10    7
D605  162   92    ºÚÉ«¶ñÇù        50    10    7
D605  55    27    ¾ÞÐÍÈä³æ        50    11    7
D605  89    81    ¾ÞÐÍÈä³æ        50    11    7
D605  51    131   ¾ÞÐÍÈä³æ        50    11    7
D605  126   37    ¾ÞÐÍÈä³æ        50    11    7
D605  162   92    ¾ÞÐÍÈä³æ        50    11    7
D605  55    27    Ç¯³æ            50    10    7
D605  89    81    Ç¯³æ            50    10    7
D605  51    131   Ç¯³æ            50    10    7
D605  126   37    Ç¯³æ            50    10    7
D605  162   92    Ç¯³æ            50    10    7
D605  55    27    òÚò¼            50    10    7
D605  89    81    òÚò¼            50    10    7
D605  51    131   òÚò¼            50    10    7
D605  126   37    òÚò¼            50    10    7
D605  162   92    òÚò¼            50    10    7
D605  100   100   Ç¯³æ            100   10    10    50
D605  100   100   Ç¯³æ            100   10    10    50
D605  100   100   òÚò¼            100   10    10    50
D605  100   100   òÚò¼            100   10    10    50
D605  100   100   Ð°¶ñÇ¯³æ        100   1     180

D605  100   100   ºÚÉ«¶ñÇù0       100   1     15
D605  100   100   ¾ÞÐÍÈä³æ0       100   1     15
D605  100   100   Ç¯³æ0           100   1     15
D605  100   100   òÚò¼0           100   1     15

D606  19    39    ºÚÉ«¶ñÇù        70    15    7
D606  97    81    ºÚÉ«¶ñÇù        70    15    7
D606  57    166   ºÚÉ«¶ñÇù        70    15    7
D606  178   127   ºÚÉ«¶ñÇù        70    15    7
D606  19    39    ÌøÌø·ä          70    11    7
D606  97    81    ÌøÌø·ä          70    11    7
D606  57    166   ÌøÌø·ä          70    11    7
D606  178   127   ÌøÌø·ä          70    11    7
D606  19    39    ¾ÞÐÍÈä³æ        70    11    7
D606  97    81    ¾ÞÐÍÈä³æ        70    11    7
D606  57    166   ¾ÞÐÍÈä³æ        70    11    7
D606  178   127   ¾ÞÐÍÈä³æ        70    11    7
D606  19    39    Ç¯³æ            70    15    7
D606  97    81    Ç¯³æ            70    15    7
D606  57    166   Ç¯³æ            70    15    7
D606  178   127   Ç¯³æ            70    15    7
D606  100   100   Ç¯³æ            100   10    10    50
D606  100   100   Ç¯³æ            100   10    10    50
D606  100   100   òÚò¼            100   85    7
D606  100   100   òÚò¼            100   10    10    50
D606  100   100   òÚò¼            100   10    10    50
D606  100   100   Ð°¶ñÇ¯³æ        100   2     180


D606  77    170   òÚò¼            6     30    5     80

D606  100   100   òÚò¼0           50    1     10
D606  100   100   ÌøÌø·ä0         50    1     10
D606  100   100   ¾ÞÐÍÈä³æ0       50    1     10
D606  100   100   Ç¯³æ0           50    1     10

D612  70    76    ºÚÉ«¶ñÇù        70    15    7
D612  210   72    ºÚÉ«¶ñÇù        70    15    7
D612  79    220   ºÚÉ«¶ñÇù        70    15    7
D612  200   213   ºÚÉ«¶ñÇù        70    15    7
D612  70    76    ÌøÌø·ä          70    13    7
D612  210   72    ÌøÌø·ä          70    13    7
D612  79    220   ÌøÌø·ä          70    13    7
D612  200   213   ÌøÌø·ä          70    13    7
D612  70    76    ÌøÌø·ä          70    13    7
D612  70    76    ¾ÞÐÍÈä³æ        70    15    7
D612  210   72    ¾ÞÐÍÈä³æ        70    15    7
D612  79    220   ¾ÞÐÍÈä³æ        70    15    7
D612  200   213   ¾ÞÐÍÈä³æ        70    15    7
D612  70    76    Ç¯³æ            70    15    7
D612  210   72    Ç¯³æ            70    15    7
D612  79    220   Ç¯³æ            70    15    7
D612  200   213   Ç¯³æ            70    15    7

D612  150   134   Ç¯³æ            70    15    7
D612  19    39    Ç¯³æ            70    15    7
D612  97    81    Ç¯³æ            70    15    7
D612  57    166   Ç¯³æ            70    15    7
D612  178   127   Ç¯³æ            70    15    7
D612  150   150   Ç¯³æ            100   13    10
D612  150   150   Ç¯³æ            100   13    10
D612  150   150   òÚò¼            100   13    10
D612  150   150   òÚò¼            100   13    10
D612  150   150   Ð°¶ñÇ¯³æ        150   1     120
D612  150   150   Ð°¶ñÇ¯³æ2       150   1     60

D618  150   150   òÚò¼0           100   1     10
D618  150   150   ÌøÌø·ä0         100   1     10
D618  150   150   ¾ÞÐÍÈä³æ0       100   1     10
D618  150   150   Ç¯³æ0           100   1     10
D618  150   150   ºÚÉ«¶ñÇù0       100   1     10

D613  19    17    Ç¯³æ            50    8     7
D613  41    23    Ç¯³æ            50    13    7
D613  52    33    Ç¯³æ            50    13    7
D613  64    47    Ç¯³æ            50    8     7
D613  79    54    Ç¯³æ            50    13    7
D613  77    74    Ç¯³æ            50    13    7
D613  53    76    Ç¯³æ            50    8     7
D613  44    59    Ç¯³æ            50    13    7
D613  28    62    Ç¯³æ            50    13    7
D613  18    56    Ç¯³æ            50    8     7
D613  50    50    ºÚÉ«¶ñÇù        70    13    7
D613  50    50    ÌøÌø·ä          70    13    7
D613  50    50    òÚò¼            70    15    7
D613  50    50    ¾ÞÐÍÈä³æ        70    13    7
D613  50    50    òÚò¼0           70    1     15
D613  50    50    ÌøÌø·ä0         70    1     15
D613  50    50    ¾ÞÐÍÈä³æ0       70    1     15
D613  50    50    Ç¯³æ0           70    1     15
D613  50    50    ºÚÉ«¶ñÇù0       70    1     15
D613  50    50    Ð°¶ñÇ¯³æ2       70    1     15


D614  67    79    ºÚÉ«¶ñÇù        50    8     7
D614  53    71    ºÚÉ«¶ñÇù        50    13    7
D614  23    82    ºÚÉ«¶ñÇù        50    13    7
D614  27    62    ºÚÉ«¶ñÇù        50    8     7
D614  18    29    ºÚÉ«¶ñÇù        50    13    7
D614  42    22    ºÚÉ«¶ñÇù        50    13    7
D614  60    20    ºÚÉ«¶ñÇù        50    8     7
D614  77    32    ºÚÉ«¶ñÇù        50    13    7
D614  60    48    ºÚÉ«¶ñÇù        50    13    7
D614  87    24    ºÚÉ«¶ñÇù        50    8     7
D614  50    50    Ç¯³æ            70    18    7
D614  50    50    ÌøÌø·ä          70    18    7
D614  50    50    òÚò¼            70    15    7
D614  50    50    ¾ÞÐÍÈä³æ        70    18    7
D614  50    50    òÚò¼0           70    1     15
D614  50    50    ÌøÌø·ä0         70    1     15
D614  50    50    ¾ÞÐÍÈä³æ0       70    1     15
D614  50    50    Ç¯³æ0           70    1     15
D614  50    50    ºÚÉ«¶ñÇù0       70    1     15
D614  50    50    Ð°¶ñÇ¯³æ2       70    1     15


D615  82    78    ¾ÞÐÍÈä³æ        50    8     7
D615  81    54    ¾ÞÐÍÈä³æ        50    13    7
D615  79    30    ¾ÞÐÍÈä³æ        50    13    7
D615  60    22    ¾ÞÐÍÈä³æ        50    8     7
D615  44    16    ¾ÞÐÍÈä³æ        50    13    7
D615  16    58    ¾ÞÐÍÈä³æ        50    8     7
D615  17    81    ¾ÞÐÍÈä³æ        50    13    7
D615  51    55    ¾ÞÐÍÈä³æ        50    13    7
D615  49    81    ¾ÞÐÍÈä³æ        50    8     7
D615  50    50    ºÚÉ«¶ñÇù        70    18    7
D615  50    50    ÌøÌø·ä          70    18    7
D615  50    50    òÚò¼            70    18    7
D615  50    50    Ç¯³æ            70    15    7
D615  50    50    òÚò¼0           70    1     15
D615  50    50    ÌøÌø·ä0         70    1     15
D615  50    50    ¾ÞÐÍÈä³æ0       70    1     15
D615  50    50    Ç¯³æ0           70    1     15
D615  50    50    ºÚÉ«¶ñÇù0       70    1     15
D615  50    50    Ð°¶ñÇ¯³æ2       70    1     60


D616  20    21    ÌøÌø·ä          50    13    7
D616  23    38    ÌøÌø·ä          50    8     7
D616  25    62    ÌøÌø·ä          50    8     7
D616  11    71    ÌøÌø·ä          50    13    7
D616  62    66    ÌøÌø·ä          50    8     7
D616  59    27    ÌøÌø·ä          50    8     7
D616  77    85    ÌøÌø·ä          50    13    7
D616  83    55    ÌøÌø·ä          50    8     7
D616  73    44    ÌøÌø·ä          50    8     7
D616  82    21    ÌøÌø·ä          50    13    7
D616  50    50    ºÚÉ«¶ñÇù        70    18    7
D616  50    50    ¾ÞÐÍÈä³æ        70    18    7
D616  50    50    òÚò¼            70    18    7
D616  50    50    Ç¯³æ            70    15    7
D616  50    50    òÚò¼0           70    1     15
D616  50    50    ÌøÌø·ä0         70    1     15
D616  50    50    ¾ÞÐÍÈä³æ0       70    1     15
D616  50    50    Ç¯³æ0           70    1     15
D616  50    50    ºÚÉ«¶ñÇù0       70    1     15
D616  50    50    Ð°¶ñÇ¯³æ2       70    1     60


D617  51    45    òÚò¼            50    10    7
D617  28   20      òÚò¼            50    13    7
D617  20    66    òÚò¼            50    10    7
D617  45    81    òÚò¼            50    13    7
D617  69    84    òÚò¼            50    10    7
D617  69    61    òÚò¼            50    13    7
D617  83    42    òÚò¼            50    10    7
D617  80    17    òÚò¼            50    13    7
D617  87    72    òÚò¼            50    10    7
D617  82    21    òÚò¼            50    13    7
D617  50    50    ºÚÉ«¶ñÇù        70    18    7
D617  50    50    ¾ÞÐÍÈä³æ        70    18    7
D617  50    50    ÌøÌø·ä          70    18    7
D617  50    50    Ç¯³æ            70    15    7
D617  50    50    òÚò¼0           70    1     15
D617  50    50    ÌøÌø·ä0         70    1     15
D617  50    50    ¾ÞÐÍÈä³æ0       70    1     15
D617  50    50    Ç¯³æ0           70    1     15
D617  50    50    ºÚÉ«¶ñÇù0       70    1     15
D613  50    50    Ð°¶ñÇ¯³æ2       70    1     60
D618  19    39    ºÚÉ«¶ñÇù        70    15    7
D618  97    81    ºÚÉ«¶ñÇù        70    15    7
D618  57    166   ºÚÉ«¶ñÇù        70    15    7
D618  178   127   ºÚÉ«¶ñÇù        70    15    7
D618  19    39    ÌøÌø·ä          70    11    7
D618  97    81    ÌøÌø·ä          70    11    7
D618  57    166   ÌøÌø·ä          70    11    7
D618  178   127   ÌøÌø·ä          70    11    7
D618  19    39    ¾ÞÐÍÈä³æ        70    11    7
D618  97    81    ¾ÞÐÍÈä³æ        70    11    7
D618  57    166   ¾ÞÐÍÈä³æ        70    11    7
D618  178   127   ¾ÞÐÍÈä³æ        70    11    7
D618  19    39    Ç¯³æ            70    33    7
D618  97    81    Ç¯³æ            70    33    7
D618  57    166   Ç¯³æ            70    33    7
D618  178   127   Ç¯³æ            70    33    7
D618  100   100   Ç¯³æ            100   13    10
D618  100   100   Ç¯³æ            100   13    10
D618  100   100   òÚò¼            100   43    7
D618  100   100   òÚò¼            100   13    10
D618  100   100   òÚò¼            100   13    10
D618  100   100   Ð°¶ñÇ¯³æ        100   1     120
D618  100   100   Ð°¶ñÇ¯³æ2       100   1     30

D618  100   100   òÚò¼0           70    1     15
D618  100   100   ÌøÌø·ä0         70    1     15
D618  100   100   ¾ÞÐÍÈä³æ0       70    1     15
D618  100   100   Ç¯³æ0           70    1     15
D618  100   100   ºÚÉ«¶ñÇù0       70    1     15

D701  100   100   ½©Ê¬5           100   20    10

D711  251   41    ºìÒ°Öí          30    8     10
D711  321   72    ºìÒ°Öí          30    8     10
D711  363   146   ºìÒ°Öí          30    7     10
D711  172   59    ºìÒ°Öí          30    7     10
D711  210   93    ºìÒ°Öí          30    7     10
D711  262   140   ºìÒ°Öí          30    7     10
D711  309   19    ºìÒ°Öí          30    7     10
D711  350   303   ºìÒ°Öí          30    7     10
D711  111   105   ºìÒ°Öí          30    7     10
D711  158   149   ºìÒ°Öí          30    7     10
D711  200   200   ºìÒ°Öí          30    7     10
D711  255   306   ºìÒ°Öí          30    7     10
D711  287   286   ºìÒ°Öí          30    7     10
D711  56    158   ºìÒ°Öí          30    7     10
D711  153   237   ºìÒ°Öí          30    7     10
D711  112   250   ºìÒ°Öí          30    7     10
D711  114   314   ºìÒ°Öí          30    7     10
D711  304   340   ºìÒ°Öí          30    7     10
D711  251   41    ºÚÒ°Öí          30    5     10
D711  321   72    ºÚÒ°Öí          30    5     10
D711  363   146   ºÚÒ°Öí          30    5     10
D711  172   59    ºÚÒ°Öí          30    5     10
D711  210   93    ºÚÒ°Öí          30    5     10
D711  262   140   ºÚÒ°Öí          30    5     10
D711  309   19    ºÚÒ°Öí          30    5     10
D711  350   303   ºÚÒ°Öí          30    5     10
D711  111   105   ºÚÒ°Öí          30    5     10
D711  158   149   ºÚÒ°Öí          30    5     10
D711  200   200   ºÚÒ°Öí          30    5     10
D711  255   306   ºÚÒ°Öí          30    5     10
D711  287   286   ºÚÒ°Öí          30    5     10
D711  56    158   ºÚÒ°Öí          30    5     10
D711  153   237   ºÚÒ°Öí          30    5     10
D711  112   250   ºÚÒ°Öí          30    5     10
D711  114   314   ºÚÒ°Öí          30    5     10
D711  304   340   ºÚÒ°Öí          30    5     10
D711  251   41    ºÚÉ«¶ñÇù        30    8     10
D711  321   72    ºÚÉ«¶ñÇù        30    8     10
D711  363   146   ºÚÉ«¶ñÇù        30    8     10
D711  172   59    ºÚÉ«¶ñÇù        30    8     10
D711  210   93    ºÚÉ«¶ñÇù        30    8     10
D711  262   140   ºÚÉ«¶ñÇù        30    8     10
D711  309   19    ºÚÉ«¶ñÇù        30    8     10
D711  350   303   ºÚÉ«¶ñÇù        30    8     10
D711  111   105   ºÚÉ«¶ñÇù        30    8     10
D711  158   149   ºÚÉ«¶ñÇù        30    8     10
D711  200   200   ºÚÉ«¶ñÇù        30    8     10
D711  255   306   ºÚÉ«¶ñÇù        30    8     10
D711  287   286   ºÚÉ«¶ñÇù        30    8     10
D711  56    158   ºÚÉ«¶ñÇù        30    8     10
D711  153   237   ºÚÉ«¶ñÇù        30    8     10
D711  112   250   ºÚÉ«¶ñÇù        30    8     10
D711  114   314   ºÚÉ«¶ñÇù        30    8     10
D711  304   340   ºÚÉ«¶ñÇù        30    8     10
D711  200   200   Ð¨¶ê            200   25    10

D711  200   200   ºìÒ°Öí0         200   1     30
D711  200   200   ºÚÒ°Öí0         200   1     30
D711  200   200   ºÚÉ«¶ñÇù0       200   1     30

D712  251   41    ºìÒ°Öí          30    7     10
D712  321   72    ºìÒ°Öí          30    7     10
D712  363   146   ºìÒ°Öí          30    7     10
D712  172   59    ºìÒ°Öí          30    7     10
D712  210   93    ºìÒ°Öí          30    7     10
D712  262   140   ºìÒ°Öí          30    7     10
D712  309   19    ºìÒ°Öí          30    7     10
D712  350   303   ºìÒ°Öí          30    7     10
D712  111   105   ºìÒ°Öí          30    7     10
D712  158   149   ºìÒ°Öí          30    7     10
D712  200   200   ºìÒ°Öí          30    7     10
D712  255   306   ºìÒ°Öí          30    7     10
D712  287   286   ºìÒ°Öí          30    7     10
D712  56    158   ºìÒ°Öí          30    7     10
D712  153   237   ºìÒ°Öí          30    7     10
D712  112   250   ºìÒ°Öí          30    7     10
D712  114   314   ºìÒ°Öí          30    7     10
D712  304   340   ºìÒ°Öí          30    7     10
D712  251   41    ºÚÒ°Öí          30    5     10
D712  321   72    ºÚÒ°Öí          30    5     10
D712  363   146   ºÚÒ°Öí          30    5     10
D712  172   59    ºÚÒ°Öí          30    5     10
D712  210   93    ºÚÒ°Öí          30    5     10
D712  262   140   ºÚÒ°Öí          30    5     10
D712  309   19    ºÚÒ°Öí          30    5     10
D712  350   303   ºÚÒ°Öí          30    5     10
D712  111   105   ºÚÒ°Öí          30    5     10
D712  158   149   ºÚÒ°Öí          30    5     10
D712  200   200   ºÚÒ°Öí          30    5     10
D712  255   306   ºÚÒ°Öí          30    5     10
D712  287   286   ºÚÒ°Öí          30    5     10
D712  56    158   ºÚÒ°Öí          30    5     10
D712  153   237   ºÚÒ°Öí          30    5     10
D712  112   250   ºÚÒ°Öí          30    5     10
D712  114   314   ºÚÒ°Öí          30    5     10
D712  304   340   ºÚÒ°Öí          30    5     10
D712  100   100   ºÚÒ°Öí          100   1     5     50
D712  300   100   ºÚÒ°Öí          100   1     5     50
D712  100   300   ºÚÒ°Öí          100   1     5     50
D712  300   300   ºÚÒ°Öí          100   1     5     50
D712  251   41    ºÚÉ«¶ñÇù        30    5     10
D712  321   72    ºÚÉ«¶ñÇù        30    5     10
D712  363   146   ºÚÉ«¶ñÇù        30    5     10
D712  172   59    ºÚÉ«¶ñÇù        30    5     10
D712  210   93    ºÚÉ«¶ñÇù        30    5     10
D712  262   140   ºÚÉ«¶ñÇù        30    5     10
D712  309   19    ºÚÉ«¶ñÇù        30    5     10
D712  350   303   ºÚÉ«¶ñÇù        30    5     10
D712  111   105   ºÚÉ«¶ñÇù        30    5     10
D712  158   149   ºÚÉ«¶ñÇù        30    5     10
D712  200   200   ºÚÉ«¶ñÇù        30    5     10
D712  255   306   ºÚÉ«¶ñÇù        30    5     10
D712  287   286   ºÚÉ«¶ñÇù        30    5     10
D712  56    158   ºÚÉ«¶ñÇù        30    5     10
D712  153   237   ºÚÉ«¶ñÇù        30    5     10
D712  112   250   ºÚÉ«¶ñÇù        30    5     10
D712  114   314   ºÚÉ«¶ñÇù        30    5     10
D712  304   340   ºÚÉ«¶ñÇù        30    5     10
D712  200   200   Ð¨¶ê            200   35    10

D712  200   200   ºìÒ°Öí0         200   1     30
D712  200   200   ºÚÒ°Öí0         200   1     30
D712  200   200   ºÚÉ«¶ñÇù0       200   1     30

D713  251   41    ºìÒ°Öí          30    7     10
D713  321   72    ºìÒ°Öí          30    7     10
D713  363   146   ºìÒ°Öí          30    7     10
D713  172   59    ºìÒ°Öí          30    7     10
D713  210   93    ºìÒ°Öí          30    7     10
D713  262   140   ºìÒ°Öí          30    7     10
D713  309   19    ºìÒ°Öí          30    7     10
D713  350   303   ºìÒ°Öí          30    7     10
D713  111   105   ºìÒ°Öí          30    7     10
D713  158   149   ºìÒ°Öí          30    7     10
D713  200   200   ºìÒ°Öí          30    7     10
D713  255   306   ºìÒ°Öí          30    7     10
D713  287   286   ºìÒ°Öí          30    7     10
D713  56    158   ºìÒ°Öí          30    7     10
D713  153   237   ºìÒ°Öí          30    7     10
D713  112   250   ºìÒ°Öí          30    7     10
D713  114   314   ºìÒ°Öí          30    7     10
D713  304   340   ºìÒ°Öí          30    7     10
D713  251   41    ºÚÒ°Öí          30    5     10
D713  321   72    ºÚÒ°Öí          30    5     10
D713  363   146   ºÚÒ°Öí          30    5     10
D713  172   59    ºÚÒ°Öí          30    5     10
D713  210   93    ºÚÒ°Öí          30    5     10
D713  262   140   ºÚÒ°Öí          30    5     10
D713  309   19    ºÚÒ°Öí          30    5     10
D713  350   303   ºÚÒ°Öí          30    5     10
D713  111   105   ºÚÒ°Öí          30    5     10
D713  158   149   ºÚÒ°Öí          30    5     10
D713  200   200   ºÚÒ°Öí          30    5     10
D713  255   306   ºÚÒ°Öí          30    5     10
D713  287   286   ºÚÒ°Öí          30    5     10
D713  56    158   ºÚÒ°Öí          30    5     10
D713  153   237   ºÚÒ°Öí          30    5     10
D713  112   250   ºÚÒ°Öí          30    5     10
D713  114   314   ºÚÒ°Öí          30    5     10
D713  304   340   ºÚÒ°Öí          30    5     10
D713  100   100   ºÚÒ°Öí          100   1     5     50
D713  300   100   ºÚÒ°Öí          100   1     5     50
D713  100   300   ºÚÒ°Öí          100   1     5     50
D713  300   300   ºÚÒ°Öí          100   1     5     50
D713  251   41    ºÚÉ«¶ñÇù        30    5     10
D713  321   72    ºÚÉ«¶ñÇù        30    5     10
D713  363   146   ºÚÉ«¶ñÇù        30    5     10
D713  172   59    ºÚÉ«¶ñÇù        30    5     10
D713  210   93    ºÚÉ«¶ñÇù        30    5     10
D713  262   140   ºÚÉ«¶ñÇù        30    5     10
D713  309   19    ºÚÉ«¶ñÇù        30    5     10
D713  350   303   ºÚÉ«¶ñÇù        30    5     10
D713  111   105   ºÚÉ«¶ñÇù        30    5     10
D713  158   149   ºÚÉ«¶ñÇù        30    5     10
D713  200   200   ºÚÉ«¶ñÇù        30    5     10
D713  255   306   ºÚÉ«¶ñÇù        30    5     10
D713  287   286   ºÚÉ«¶ñÇù        30    5     10
D713  56    158   ºÚÉ«¶ñÇù        30    5     10
D713  153   237   ºÚÉ«¶ñÇù        30    5     10
D713  112   250   ºÚÉ«¶ñÇù        30    5     10
D713  114   314   ºÚÉ«¶ñÇù        30    5     10
D713  304   340   ºÚÉ«¶ñÇù        30    5     10
D713  200   200   Ð¨¶ê            200   45    10
D713  100   100   ºÚÉ«¶ñÇù        100   5     5     50
D713  300   100   ºÚÉ«¶ñÇù        100   5     5     50
D713  100   300   ºÚÉ«¶ñÇù        100   5     5     50
D713  300   300   ºÚÉ«¶ñÇù        100   5     5     50
D713  200   200   ½ÇÓ¬            200   40    10
D713  200   200   Ð«Éß            200   40    10

D713  200   200   ºìÒ°Öí0         200   1     30
D713  200   200   ºÚÒ°Öí0         200   1     30
D713  200   200   ºÚÉ«¶ñÇù0       200   1     30
D713  200   200   Ð«Éß0           200   1     30

D713  200   200   ºìÒ°Öí3         200   10    15
D713  200   200   ºÚÒ°Öí3         200   10    15
D713  200   200   Ð«Éß3           200   10    15



D714  251   41    ºìÒ°Öí          30    7     10
D714  321   72    ºìÒ°Öí          30    7     10
D714  363   146   ºìÒ°Öí          30    7     10
D714  172   59    ºìÒ°Öí          30    7     10
D714  210   93    ºìÒ°Öí          30    7     10
D714  262   140   ºìÒ°Öí          30    7     10
D714  309   19    ºìÒ°Öí          30    7     10
D714  350   303   ºìÒ°Öí          30    7     10
D714  111   105   ºìÒ°Öí          30    7     10
D714  158   149   ºìÒ°Öí          30    7     10
D714  200   200   ºìÒ°Öí          30    7     10
D714  255   306   ºìÒ°Öí          30    7     10
D714  287   286   ºìÒ°Öí          30    7     10
D714  56    158   ºìÒ°Öí          30    7     10
D714  153   237   ºìÒ°Öí          30    7     10
D714  112   250   ºìÒ°Öí          30    7     10
D714  114   314   ºìÒ°Öí          30    7     10
D714  304   340   ºìÒ°Öí          30    7     10
D714  251   41    ºÚÒ°Öí          30    5     10
D714  321   72    ºÚÒ°Öí          30    5     10
D714  363   146   ºÚÒ°Öí          30    5     10
D714  172   59    ºÚÒ°Öí          30    5     10
D714  210   93    ºÚÒ°Öí          30    5     10
D714  262   140   ºÚÒ°Öí          30    5     10
